OBSPWR,4HR_FCSTPWR,OBS_DIFF,4HR_DIFF,4HR_ERROR,DIFF_ERROR
480.8,541.4,38.3,12.9,60.6,-25.4
410.1,501.5,-70.7,-39.9,91.4,30.8
427.9,470.1,17.8,-31.4,42.2,-49.2
506.2,488.6,78.3,18.5,-17.6,-59.8
703,537.4,196.8,48.8,-165.6,-148
815.7,571.7,112.7,34.3,-244,-78.4
1012.6,656.8,196.9,85.1,-355.8,-111.8
1171.6,769.8,159,113,-401.8,-46
1287.9,877.8,116.3,108,-410.1,-8.3
1293.6,914.8,5.7,37,-378.8,31.3
1046.9,866.3,-246.7,-48.5,-180.6,198.2
1059.7,907.6,12.8,41.3,-152.1,28.5
1069.1,918.4,9.4,10.8,-150.7,1.4
1028.7,901.4,-40.4,-17,-127.3,23.4
1111.8,921.6,83.1,20.2,-190.2,-62.9
1085.5,930.9,-26.3,9.3,-154.6,35.6
1071.1,930.7,-14.4,-0.2,-140.4,14.2
978.2,885.9,-92.9,-44.8,-92.3,48.1
879.8,877.4,-98.4,-8.5,-2.4,89.9
815.4,867.9,-64.4,-9.5,52.5,54.9
685.6,805.8,-129.8,-62.1,120.2,67.7
516.1,725.2,-169.5,-80.6,209.1,88.9
429.4,669.8,-86.7,-55.4,240.4,31.3
407.9,646.5,-21.5,-23.3,238.6,-1.8
303.6,581.9,-104.3,-64.6,278.3,39.7
258.8,527.1,-44.8,-54.8,268.3,-10
267.2,497.7,8.4,-29.4,230.5,-37.8
288.2,464.9,21,-32.8,176.7,-53.8
218.9,415.6,-69.3,-49.3,196.7,20
200.8,399.8,-18.1,-15.8,199,2.3
184.3,374.2,-16.5,-25.6,189.9,-9.1
160.6,355.1,-23.7,-19.1,194.5,4.6
128.1,318,-32.5,-37.1,189.9,-4.6
95.4,294.6,-32.7,-23.4,199.2,9.3
80.1,279.1,-15.3,-15.5,199,-0.2
58,260.7,-22.1,-18.4,202.7,3.7
61.6,246.8,3.6,-13.9,185.2,-17.5
114.2,251.2,52.6,4.4,137,-48.2
100.8,246.5,-13.4,-4.7,145.7,8.7
112.2,234,11.4,-12.5,121.8,-23.9
209.2,256.2,97,22.2,47,-74.8
283.7,291.5,74.5,35.3,7.8,-39.2
516.3,385.7,232.6,94.2,-130.6,-138.4
749.1,449.3,232.8,63.6,-299.8,-169.2
855.3,543.3,106.2,94,-312,-12.2
941.8,621.3,86.5,78,-320.5,-8.5
1080.5,695.2,138.7,73.9,-385.3,-64.8
1200.4,800.1,119.9,104.9,-400.3,-15
1403.3,953.5,202.9,153.4,-449.8,-49.5
1604.3,1064.3,201,110.8,-540,-90.2
1637.7,1138.6,33.4,74.3,-499.1,40.9
1602,1205.9,-35.7,67.3,-396.1,103
1538.3,1207.1,-63.7,1.2,-331.2,64.9
1531.3,1223.1,-7,16,-308.2,23
1565.4,1256.3,34.1,33.2,-309.1,-0.9
1593.3,1291.5,27.9,35.2,-301.8,7.3
1569.2,1319.4,-24.1,27.9,-249.8,52
1597.7,1324.8,28.5,5.4,-272.9,-23.1
1643.9,1398,46.2,73.2,-245.9,27
1646.2,1402.8,2.3,4.8,-243.4,2.5
1649.5,1420.6,3.3,17.8,-228.9,14.5
1646,1411.3,-3.5,-9.3,-234.7,-5.8
1631.4,1395.3,-14.6,-16,-236.1,-1.4
1632.5,1410.9,1.1,15.6,-221.6,14.5
1645.5,1455.4,13,44.5,-190.1,31.5
1652.6,1481,7.1,25.6,-171.6,18.5
1651.3,1475.3,-1.3,-5.7,-176,-4.4
1653.5,1474.1,2.2,-1.2,-179.4,-3.4
1655.5,1469,2,-5.1,-186.5,-7.1
1655.9,1465.8,0.4,-3.2,-190.1,-3.6
1655.3,1483.7,-0.6,17.9,-171.6,18.5
1648.8,1466.1,-6.5,-17.6,-182.7,-11.1
1647.1,1462.2,-1.7,-3.9,-184.9,-2.2
1648.9,1464,1.8,1.8,-184.9,-2.27E-13
1650.3,1442.5,1.4,-21.5,-207.8,-22.9
1653.9,1439.2,3.6,-3.3,-214.7,-6.9
1648.6,1442.8,-5.3,3.6,-205.8,8.9
1652.6,1474,4,31.2,-178.6,27.2
1648.1,1460.3,-4.5,-13.7,-187.8,-9.2
1638.9,1441.6,-9.2,-18.7,-197.3,-9.5
1645,1451.6,6.1,10,-193.4,3.9
1637.9,1431,-7.1,-20.6,-206.9,-13.5
1642.8,1437,4.9,6,-205.8,1.1
1649.5,1463.7,6.7,26.7,-185.8,20
1650.2,1478.5,0.7,14.8,-171.7,14.1
1651,1467.9,0.8,-10.6,-183.1,-11.4
1635.2,1461.7,-15.8,-6.2,-173.5,9.6
1604,1446.2,-31.2,-15.5,-157.8,15.7
1547.8,1440.8,-56.2,-5.4,-107,50.8
1575.7,1442.5,27.9,1.7,-133.2,-26.2
1602.6,1436,26.9,-6.5,-166.6,-33.4
1624.2,1441.3,21.6,5.3,-182.9,-16.3
1632.5,1444.2,8.3,2.9,-188.3,-5.4
1559.6,1447,-72.9,2.8,-112.6,75.7
1521.5,1428.8,-38.1,-18.2,-92.7,19.9
1537.1,1405.8,15.6,-23,-131.3,-38.6
1580.9,1401.8,43.8,-4,-179.1,-47.8
1545.9,1412.7,-35,10.9,-133.2,45.9
1427,1374,-118.9,-38.7,-53,80.2
1368.2,1351.6,-58.8,-22.4,-16.6,36.4
1287.3,1262.6,-80.9,-89,-24.7,-8.1
1125.3,1220.4,-162,-42.2,95.1,119.8
951.2,1120.5,-174.1,-99.9,169.3,74.2
840.3,1021.4,-110.9,-99.1,181.1,11.8
690.3,939.7,-150,-81.7,249.4,68.3
666.3,856.5,-24,-83.2,190.2,-59.2
633.3,796.8,-33,-59.7,163.5,-26.7
529.4,765.2,-103.9,-31.6,235.8,72.3
331.5,672.1,-197.9,-93.1,340.6,104.8
186.1,604.9,-145.4,-67.2,418.8,78.2
95.9,539.8,-90.2,-65.1,443.9,25.1
113.1,449.8,17.2,-90,336.7,-107.2
106.7,403.2,-6.4,-46.6,296.5,-40.2
163.4,390.3,56.7,-12.9,226.9,-69.6
247.1,372.8,83.7,-17.5,125.7,-101.2
277.8,381.9,30.7,9.1,104.1,-21.6
308.9,398.7,31.1,16.8,89.8,-14.3
360.5,408.8,51.6,10.1,48.3,-41.5
409.6,433.7,49.1,24.9,24.1,-24.2
426.7,441,17.1,7.3,14.3,-9.8
519.6,478.2,92.9,37.2,-41.4,-55.7
650.8,543.1,131.2,64.9,-107.7,-66.3
619.3,545.7,-31.5,2.6,-73.6,34.1
561.5,549.5,-57.8,3.8,-12,61.6
549.9,539.8,-11.6,-9.7,-10.1,1.9
589.5,546.8,39.6,7,-42.7,-32.6
671.5,567.9,82,21.1,-103.6,-60.9
710.7,581.2,39.2,13.3,-129.5,-25.9
708.3,598.6,-2.4,17.4,-109.7,19.8
819.6,635.2,111.3,36.6,-184.4,-74.7
940,698.8,120.4,63.6,-241.2,-56.8
984.4,747.4,44.4,48.6,-237,4.2
968,775.2,-16.4,27.8,-192.8,44.2
781.6,741.3,-186.4,-33.9,-40.3,152.5
636,711.3,-145.6,-30,75.3,115.6
608.6,675.2,-27.4,-36.1,66.6,-8.7
547.3,649.2,-61.3,-26,101.9,35.3
459.1,604.5,-88.2,-44.7,145.4,43.5
529.9,621.5,70.8,17,91.6,-53.8
657.2,655.3,127.3,33.8,-1.9,-93.5
651.7,657.7,-5.5,2.4,6,7.9
739.1,693.2,87.4,35.5,-45.9,-51.9
878.1,737.5,139,44.3,-140.6,-94.7
871.4,745.1,-6.7,7.6,-126.3,14.3
748,733.2,-123.4,-11.9,-14.8,111.5
629.3,723.1,-118.7,-10.1,93.8,108.6
486.9,648.7,-142.4,-74.4,161.8,68
382.5,570.9,-104.4,-77.8,188.4,26.6
477.8,571,95.3,0.1,93.2,-95.2
526.3,571.6,48.5,0.6,45.3,-47.9
577.4,587.1,51.1,15.5,9.7,-35.6
639.6,592.2,62.2,5.1,-47.4,-57.1
732.7,628.2,93.1,36,-104.5,-57.1
805.5,658.5,72.8,30.3,-147,-42.5
960.9,750.1,155.4,91.6,-210.8,-63.8
1271.8,880.6,310.9,130.5,-391.2,-180.4
1421.2,968.3,149.4,87.7,-452.9,-61.7
1419.7,1019.7,-1.5,51.4,-400,52.9
1450.7,1065.2,31,45.5,-385.5,14.5
1500.6,1113.4,49.9,48.2,-387.2,-1.7
1590.8,1218.1,90.2,104.7,-372.7,14.5
1562.7,1275.9,-28.1,57.8,-286.8,85.9
1550.8,1302.9,-11.9,27,-247.9,38.9
1598.8,1333.9,48,31,-264.9,-17
1645.3,1374.2,46.5,40.3,-271.1,-6.2
1651.1,1396.3,5.8,22.1,-254.8,16.3
1647.7,1409.1,-3.4,12.8,-238.6,16.2
1644.6,1401.1,-3.1,-8,-243.5,-4.9
1565.7,1391.3,-78.9,-9.8,-174.4,69.1
1503.1,1369.8,-62.6,-21.5,-133.3,41.1
1443.2,1349.1,-59.9,-20.7,-94.1,39.2
1255.7,1256.4,-187.5,-92.7,0.7,94.8
1036.7,1163.2,-219,-93.2,126.5,125.8
788.9,1035.1,-247.8,-128.1,246.2,119.7
567.7,921.9,-221.2,-113.2,354.2,108
443.5,854,-124.2,-67.9,410.5,56.3
365.1,739.9,-78.4,-114.1,374.8,-35.7
259.8,680.5,-105.3,-59.4,420.7,45.9
236.4,630,-23.4,-50.5,393.6,-27.1
245.1,568,8.7,-62,322.9,-70.7
173.8,507,-71.3,-61,333.2,10.3
183.8,483.9,10,-23.1,300.1,-33.1
173.2,415.2,-10.6,-68.7,242,-58.1
183,371.7,9.8,-43.5,188.7,-53.3
245.5,354.6,62.5,-17.1,109.1,-79.6
282.2,354,36.7,-0.6,71.8,-37.3
310,374.4,27.8,20.4,64.4,-7.4
305.3,382.2,-4.7,7.8,76.9,12.5
327.1,387.2,21.8,5,60.1,-16.8
501.1,448.6,174,61.4,-52.5,-112.6
372,437.4,-129.1,-11.2,65.4,117.9
168.2,400.5,-203.8,-36.9,232.3,166.9
131.5,348.8,-36.7,-51.7,217.3,-15
239,362.8,107.5,14,123.8,-93.5
320.1,373.1,81.1,10.3,53,-70.8
366.3,367.4,46.2,-5.7,1.1,-51.9
447.5,378.2,81.2,10.8,-69.3,-70.4
588.1,427.5,140.6,49.3,-160.6,-91.3
692.6,510.9,104.5,83.4,-181.7,-21.1
795.8,565.7,103.2,54.8,-230.1,-48.4
1038.8,704.1,243,138.4,-334.7,-104.6
1031.7,749.2,-7.1,45.1,-282.5,52.2
1344.7,875,313,125.8,-469.7,-187.2
1546.7,1001.6,202,126.6,-545.1,-75.4
1634.3,1149.7,87.6,148.1,-484.6,60.5
1650.9,1229.4,16.6,79.7,-421.5,63.1
1651.5,1293.1,0.6,63.7,-358.4,63.1
1658,1342.3,6.5,49.2,-315.7,42.7
1655.9,1373,-2.1,30.7,-282.9,32.8
1655.4,1414.4,-0.5,41.4,-241,41.9
1651.9,1408.9,-3.5,-5.5,-243,-2
1644.2,1435.7,-7.7,26.8,-208.5,34.5
1637.9,1428.5,-6.3,-7.2,-209.4,-0.9
1544.5,1561.8,-93.4,133.3,17.3,226.7
1446.4,1522.7,-98.1,-39.1,76.3,59
1306.5,1448.1,-139.9,-74.6,141.6,65.3
1405.9,1409,99.4,-39.1,3.1,-138.5
1427.4,1372.5,21.5,-36.5,-54.9,-58
1344.2,1352.7,-83.2,-19.8,8.5,63.4
1283.5,1267.8,-60.7,-84.9,-15.7,-24.2
1151.1,1189.8,-132.4,-78,38.7,54.4
1032.9,1131.9,-118.2,-57.9,99,60.3
976.5,1042.6,-56.4,-89.3,66.1,-32.9
822.6,966.8,-153.9,-75.8,144.2,78.1
718.5,899.3,-104.1,-67.5,180.8,36.6
540.9,793,-177.6,-106.3,252.1,71.3
535,757.8,-5.9,-35.2,222.8,-29.3
467.2,747.6,-67.8,-10.2,280.4,57.6
275.4,666.5,-191.8,-81.1,391.1,110.7
188.2,617.3,-87.2,-49.2,429.1,38
144,541.5,-44.2,-75.8,397.5,-31.6
104.9,485.4,-39.1,-56.1,380.5,-17
150.1,467.9,45.2,-17.5,317.8,-62.7
210.4,455.4,60.3,-12.5,245,-72.8
198.1,458.8,-12.3,3.4,260.7,15.7
189.1,429.6,-9,-29.2,240.5,-20.2
158,396.4,-31.1,-33.2,238.4,-2.1
171.9,382.1,13.9,-14.3,210.2,-28.2
294.6,415.6,122.7,33.5,121,-89.2
279.7,401,-14.9,-14.6,121.3,0.3
218.4,389.2,-61.3,-11.8,170.8,49.5
190,367.2,-28.4,-22,177.2,6.4
201.6,366,11.6,-1.2,164.4,-12.8
192.4,342.6,-9.2,-23.4,150.2,-14.2
132.6,311.6,-59.8,-31,179,28.8
88.3,290.6,-44.3,-21,202.3,23.3
64.4,234.7,-23.9,-55.9,170.3,-32
57.8,224,-6.6,-10.7,166.2,-4.1
65.2,207.9,7.4,-16.1,142.7,-23.5
113.6,234.6,48.4,26.7,121,-21.7
164.8,264.6,51.2,30,99.8,-21.2
195.3,294.6,30.5,30,99.3,-0.5
217,307.7,21.7,13.1,90.7,-8.6
248.7,306.2,31.7,-1.5,57.5,-33.2
257.7,318.9,9,12.7,61.2,3.7
212.7,319.7,-45,0.8,107,45.8
223.2,311.4,10.5,-8.3,88.2,-18.8
273.7,362.4,50.5,51,88.7,0.5
407.9,420.6,134.2,58.2,12.7,-76
580.5,501.2,172.6,80.6,-79.3,-92
817,602.5,236.5,101.3,-214.5,-135.2
1029.4,722,212.4,119.5,-307.4,-92.9
1159.3,803.8,129.9,81.8,-355.5,-48.1
1209.1,881.5,49.8,77.7,-327.6,27.9
1231.3,950.5,22.2,69,-280.8,46.8
1278.5,1014.2,47.2,63.7,-264.3,16.5
1403.9,1114.9,125.4,100.7,-289,-24.7
1585.6,1180,181.7,65.1,-405.6,-116.6
1636.9,1242.3,51.3,62.3,-394.6,11
1647.8,1281.9,10.9,39.6,-365.9,28.7
1650.3,1326.3,2.5,44.4,-324,41.9
1653.8,1340.9,3.5,14.6,-312.9,11.1
1613.4,1370.9,-40.4,30,-242.5,70.4
1651.1,1354.5,37.7,-16.4,-296.6,-54.1
1649.9,1403.2,-1.2,48.7,-246.7,49.9
1650.4,1473.4,0.5,70.2,-177,69.7
1657.3,1483.4,6.9,10,-173.9,3.1
1649.2,1473.3,-8.1,-10.1,-175.9,-2
1656.4,1437,7.2,-36.3,-219.4,-43.5
1609,1439.5,-47.4,2.5,-169.5,49.9
1452.3,1409.1,-156.7,-30.4,-43.2,126.3
1287.3,1363.3,-165,-45.8,76,119.2
1098.1,1313.5,-189.2,-49.8,215.4,139.4
798.9,1224.5,-299.2,-89,425.6,210.2
484.3,1093.8,-314.6,-130.7,609.5,183.9
177.8,946,-306.5,-147.8,768.2,158.7
133.2,835,-44.6,-111,701.8,-66.4
136.1,742.6,2.9,-92.4,606.5,-95.3
163.2,661.2,27.1,-81.4,498,-108.5
236.5,623.9,73.3,-37.3,387.4,-110.6
209.6,561.5,-26.9,-62.4,351.9,-35.5
112.4,476.9,-97.2,-84.6,364.5,12.6
97.9,413.8,-14.5,-63.1,315.9,-48.6
220.1,388.7,122.2,-25.1,168.6,-147.3
473.4,435.7,253.3,47,-37.7,-206.3
769.2,551.9,295.8,116.2,-217.3,-179.6
1098.1,679.3,328.9,127.4,-418.8,-201.5
1178.4,763.1,80.3,83.8,-415.3,3.5
982.9,768.8,-195.5,5.7,-214.1,201.2
1048.8,863,65.9,94.2,-185.8,28.3
1333.6,953.4,284.8,90.4,-380.2,-194.4
1456.7,1058.3,123.1,104.9,-398.4,-18.2
1430.8,1098.5,-25.9,40.2,-332.3,66.1
1485.1,1167.8,54.3,69.3,-317.3,15
1537.1,1258.7,52,90.9,-278.4,38.9
1647.5,1338.9,110.4,80.2,-308.6,-30.2
1650.7,1452.7,3.2,113.8,-198,110.6
1647.2,1489.4,-3.5,36.7,-157.8,40.2
1624.8,1517.4,-22.4,28,-107.4,50.4
1621.6,1535.1,-3.2,17.7,-86.5,20.9
1575.4,1525.2,-46.2,-9.9,-50.2,36.3
1502.5,1485.4,-72.9,-39.8,-17.1,33.1
1487.5,1469.7,-15,-15.7,-17.8,-0.7
1405.5,1428.2,-82,-41.5,22.7,40.5
1436.4,1416.7,30.9,-11.5,-19.7,-42.4
1542.3,1412.7,105.9,-4,-129.6,-109.9
1580.3,1397.7,38,-15,-182.6,-53
1431.5,1355.2,-148.8,-42.5,-76.3,106.3
1412.6,1329,-18.9,-26.2,-83.6,-7.3
1388.5,1324.1,-24.1,-4.9,-64.4,19.2
1480.4,1358.8,91.9,34.7,-121.6,-57.2
1400.4,1241,-80,-117.8,-159.4,-37.8
1468.8,1273.6,68.4,32.6,-195.2,-35.8
1586.2,1385.8,117.4,112.2,-200.4,-5.2
1610.7,1420.9,24.5,35.1,-189.8,10.6
1628.1,1447.9,17.4,27,-180.2,9.6
1619,1423.1,-9.1,-24.8,-195.9,-15.7
1525.8,1405.9,-93.2,-17.2,-119.9,76
1475.2,1411.4,-50.6,5.5,-63.8,56.1
1550.5,1446.1,75.3,34.7,-104.4,-40.6
1566.5,1479.2,16,33.1,-87.3,17.1
1597.7,1514.5,31.2,35.3,-83.2,4.1
1627.6,1545.8,29.9,31.3,-81.8,1.4
1613,1539.4,-14.6,-6.4,-73.6,8.2
1613.1,1533.9,0.1,-5.5,-79.2,-5.6
1649.5,1549.4,36.4,15.5,-100.1,-20.9
1649.8,1571.6,0.3,22.2,-78.2,21.9
1654.5,1557.7,4.7,-13.9,-96.8,-18.6
1649.2,1540.5,-5.3,-17.2,-108.7,-11.9
1634.7,1510.1,-14.5,-30.4,-124.6,-15.9
1619.3,1475.7,-15.4,-34.4,-143.6,-19
1621.2,1421.5,1.9,-54.2,-199.7,-56.1
1628.5,1402.9,7.3,-18.6,-225.6,-25.9
1611.5,1422.1,-17,19.2,-189.4,36.2
1624,1436.5,12.5,14.4,-187.5,1.9
1577.6,1405.9,-46.4,-30.6,-171.7,15.8
1593.2,1438.6,15.6,32.7,-154.6,17.1
1607.5,1520,14.3,81.4,-87.5,67.1
1611.7,1515,4.2,-5,-96.7,-9.2
1615.6,1494.9,3.9,-20.1,-120.7,-24
1596.8,1458,-18.8,-36.9,-138.8,-18.1
1610.1,1442.9,13.3,-15.1,-167.2,-28.4
1579,1478.9,-31.1,36,-100.1,67.1
1515.5,1483.9,-63.5,5,-31.6,68.5
1455.6,1501.4,-59.9,17.5,45.8,77.4
1425.8,1489.1,-29.8,-12.3,63.3,17.5
1450,1480.2,24.2,-8.9,30.2,-33.1
1297,1409.8,-153,-70.4,112.8,82.6
1341.7,1393.8,44.7,-16,52.1,-60.7
1453.9,1386.7,112.2,-7.1,-67.2,-119.3
1392.4,1355.8,-61.5,-30.9,-36.6,30.6
1341.1,1317,-51.3,-38.8,-24.1,12.5
1229,1261.7,-112.1,-55.3,32.7,56.8
1089.8,1209.1,-139.2,-52.6,119.3,86.6
933,1138.4,-156.8,-70.7,205.4,86.1
703.6,1008.8,-229.4,-129.6,305.2,99.8
500.4,901.2,-203.2,-107.6,400.8,95.6
392.2,827.5,-108.2,-73.7,435.3,34.5
363.7,770.6,-28.5,-56.9,406.9,-28.4
362.5,687.3,-1.2,-83.3,324.8,-82.1
415.9,683.2,53.4,-4.1,267.3,-57.5
485,695.4,69.1,12.2,210.4,-56.9
409,654.9,-76,-40.5,245.9,35.5
372.1,588.2,-36.9,-66.7,216.1,-29.8
405.2,576.8,33.1,-11.4,171.6,-44.5
418.5,568.6,13.3,-8.2,150.1,-21.5
414.4,545.4,-4.1,-23.2,131,-19.1
420.8,556.1,6.4,10.7,135.3,4.3
429.3,555,8.5,-1.1,125.7,-9.6
433.3,547.8,4,-7.2,114.5,-11.2
451.8,558.2,18.5,10.4,106.4,-8.1
384.8,534.6,-67,-23.6,149.8,43.4
347.2,499.2,-37.6,-35.4,152,2.2
271.3,460.8,-75.9,-38.4,189.5,37.5
210.8,425.5,-60.5,-35.3,214.7,25.2
200.7,392.6,-10.1,-32.9,191.9,-22.8
200.1,373.6,-0.6,-19,173.5,-18.4
202,363.2,1.9,-10.4,161.2,-12.3
228.9,354,26.9,-9.2,125.1,-36.1
244,367.4,15.1,13.4,123.4,-1.7
203,349.1,-41,-18.3,146.1,22.7
176,332.9,-27,-16.2,156.9,10.8
147.8,312.6,-28.2,-20.3,164.8,7.9
88.4,265.2,-59.4,-47.4,176.8,12
111.3,284,22.9,18.8,172.7,-4.1
111.4,263.4,0.1,-20.6,152,-20.7
90.1,266.8,-21.3,3.4,176.7,24.7
110.5,265,20.4,-1.8,154.5,-22.2
150.5,259.8,40,-5.2,109.3,-45.2
186.4,285,35.9,25.2,98.6,-10.7
182.6,278.2,-3.8,-6.8,95.6,-3
182.6,311.8,0,33.6,129.2,33.6
249,340.2,66.4,28.4,91.2,-38
262.2,354.1,13.2,13.9,91.9,0.7
259.6,346.6,-2.6,-7.5,87,-4.9
326.6,372.2,67,25.6,45.6,-41.4
286.5,358.5,-40.1,-13.7,72,26.4
176.1,326.6,-110.4,-31.9,150.5,78.5
108,306,-68.1,-20.6,198,47.5
95.3,283.9,-12.7,-22.1,188.6,-9.4
109.4,269.6,14.1,-14.3,160.2,-28.4
129.4,272.3,20,2.7,142.9,-17.3
141.6,277.9,12.2,5.6,136.3,-6.6
137.8,279.1,-3.8,1.2,141.3,5
160.8,267.2,23,-11.9,106.4,-34.9
128.9,269.9,-31.9,2.7,141,34.6
121.2,253.9,-7.7,-16,132.7,-8.3
184.7,263.5,63.5,9.6,78.8,-53.9
336.6,349.4,151.9,85.9,12.8,-66
392.3,379.5,55.7,30.1,-12.8,-25.6
407,422,14.7,42.5,15,27.8
565.8,483.6,158.8,61.6,-82.2,-97.2
709.3,522.4,143.5,38.8,-186.9,-104.7
760.2,587.9,50.9,65.5,-172.3,14.6
783.4,625.7,23.2,37.8,-157.7,14.6
732.5,635.5,-50.9,9.8,-97,60.7
682.2,654.6,-50.3,19.1,-27.6,69.4
802.4,693.1,120.2,38.5,-109.3,-81.7
871.2,734.1,68.8,41,-137.1,-27.8
714.4,733,-156.8,-1.1,18.6,155.7
770,760.1,55.6,27.1,-9.9,-28.5
860.5,785.8,90.5,25.7,-74.7,-64.8
929.2,824.9,68.7,39.1,-104.3,-29.6
1026.2,882.4,97,57.5,-143.8,-39.5
1004.1,884.4,-22.1,2,-119.7,24.1
852.4,843,-151.7,-41.4,-9.4,110.3
706.3,796,-146.1,-47,89.7,99.1
600.7,728.9,-105.6,-67.1,128.2,38.5
491.2,659.5,-109.5,-69.4,168.3,40.1
418.9,626.7,-72.3,-32.8,207.8,39.5
342.8,592.5,-76.1,-34.2,249.7,41.9
247.9,517.8,-94.9,-74.7,269.9,20.2
342.3,528.4,94.4,10.6,186.1,-83.8
473.1,563.4,130.8,35,90.3,-95.8
340.3,519.6,-132.8,-43.8,179.3,89
267.8,498.4,-72.5,-21.2,230.6,51.3
612.1,564.9,344.3,66.5,-47.2,-277.8
818.4,625.7,206.3,60.8,-192.7,-145.5
853.5,664.4,35.1,38.7,-189.1,3.6
871.4,736.4,17.9,72,-135,54.1
796.8,783.6,-74.6,47.2,-13.2,121.8
772.6,818.1,-24.2,34.5,45.5,58.7
813,827.4,40.4,9.3,14.4,-31.1
817.8,828.5,4.8,1.1,10.7,-3.7
820.3,836.8,2.5,8.3,16.5,5.8
727.3,793.4,-93,-43.4,66.1,49.6
664.1,775.9,-63.2,-17.5,111.8,45.7
647.2,767.4,-16.9,-8.5,120.2,8.4
468.2,707.5,-179,-59.9,239.3,119.1
290.5,590,-177.7,-117.5,299.5,60.2
172.4,511.6,-118.1,-78.4,339.2,39.7
91.9,427.2,-80.5,-84.4,335.3,-3.9
45.8,380.8,-46.1,-46.4,335,-0.3
59.1,332,13.3,-48.8,272.9,-62.1
141.4,318,82.3,-14,176.6,-96.3
137.9,306,-3.5,-12,168.1,-8.5
134.6,310.2,-3.3,4.2,175.6,7.5
296.1,345,161.5,34.8,48.9,-126.7
381.4,372.3,85.3,27.3,-9.1,-58
400.9,398,19.5,25.7,-2.9,6.2
522,450.6,121.1,52.6,-71.4,-68.5
642,490.3,120,39.7,-151.7,-80.3
886.9,592.2,244.9,101.9,-294.7,-143
1165.9,781.1,279,188.9,-384.8,-90.1
1360.9,937.6,195,156.5,-423.3,-38.5
1436.3,1055.4,75.4,117.8,-380.9,42.4
1437,1136,0.7,80.6,-301,79.9
1456.3,1182.5,19.3,46.5,-273.8,27.2
1484.6,1220.9,28.3,38.4,-263.7,10.1
1559.2,1262.7,74.6,41.8,-296.5,-32.8
1511.2,1319.7,-48,57,-191.5,105
1412.6,1304.3,-98.6,-15.4,-108.3,83.2
1458,1287.9,45.4,-16.4,-170.1,-61.8
1602.6,1325.1,144.6,37.2,-277.5,-107.4
1603.1,1348,0.5,22.9,-255.1,22.4
1645.2,1373.6,42.1,25.6,-271.6,-16.5
1655.4,1386.6,10.2,13,-268.8,2.8
1610.2,1371.8,-45.2,-14.8,-238.4,30.4
1554.3,1379.3,-55.9,7.5,-175,63.4
1546.7,1327.5,-7.6,-51.8,-219.2,-44.2
1554.9,1378.3,8.2,50.8,-176.6,42.6
1636.3,1473.7,81.4,95.4,-162.6,14
1641.2,1502.7,4.9,29,-138.5,24.1
1639.4,1484.8,-1.8,-17.9,-154.6,-16.1
1645.5,1499.7,6.1,14.9,-145.8,8.8
1643.7,1531.9,-1.8,32.2,-111.8,34
1636.8,1539.2,-6.9,7.3,-97.6,14.2
1647.4,1550.2,10.6,11,-97.2,0.4
1630.9,1569.8,-16.5,19.6,-61.1,36.1
1563.9,1590.6,-67,20.8,26.7,87.8
1417.6,1530.8,-146.3,-59.8,113.2,86.5
1199,1422.7,-218.6,-108.1,223.7,110.5
1226.9,1422.4,27.9,-0.3,195.5,-28.2
1212.5,1369.3,-14.4,-53.1,156.8,-38.7
1244,1333.1,31.5,-36.2,89.1,-67.7
1304.7,1332.7,60.7,-0.4,28,-61.1
1168.4,1280.4,-136.3,-52.3,112,84
1083.2,1183.7,-85.2,-96.7,100.5,-11.5
1035.7,1105.1,-47.5,-78.6,69.4,-31.1
788.1,976.8,-247.6,-128.3,188.7,119.3
642.9,900.8,-145.2,-76,257.9,69.2
584.1,820.5,-58.8,-80.3,236.4,-21.5
601.2,769.6,17.1,-50.9,168.4,-68
445.2,686.9,-156,-82.7,241.7,73.3
470.4,659.3,25.2,-27.6,188.9,-52.8
524.9,686.8,54.5,27.5,161.9,-27
431.8,650.1,-93.1,-36.7,218.3,56.4
354.8,576.4,-77,-73.7,221.6,3.3
339.2,562.7,-15.6,-13.7,223.5,1.9
495.9,584.5,156.7,21.8,88.6,-134.9
664.1,632.4,168.2,47.9,-31.7,-120.3
709.9,670.4,45.8,38,-39.5,-7.8
714.7,718.2,4.8,47.8,3.5,43
863.3,783,148.6,64.8,-80.3,-83.8
964.4,826.9,101.1,43.9,-137.5,-57.2
901.1,803.8,-63.3,-23.1,-97.3,40.2
1114.8,886.1,213.7,82.3,-228.7,-131.4
1307,1001.8,192.2,115.7,-305.2,-76.5
1322.6,1078.1,15.6,76.3,-244.5,60.7
1332.2,1108.7,9.6,30.6,-223.5,21
1295.7,1101.2,-36.5,-7.5,-194.5,29
1212.5,1085.2,-83.2,-16,-127.3,67.2
1062.5,1034.5,-150,-50.7,-28,99.3
1011.9,964.8,-50.6,-69.7,-47.1,-19.1
1082,933.6,70.1,-31.2,-148.4,-101.3
1066.5,934.9,-15.5,1.3,-131.6,16.8
1041.8,920.7,-24.7,-14.2,-121.1,10.5
695.4,815.4,-346.4,-105.3,120,241.1
624.9,803.3,-70.5,-12.1,178.4,58.4
701.1,842.4,76.2,39.1,141.3,-37.1
607.8,810.9,-93.3,-31.5,203.1,61.8
573.8,763.3,-34,-47.6,189.5,-13.6
