OBSPWR,4HR_FCSTPWR,OBS_DIFF,4HR_DIFF,4HR_ERROR,DIFF_ERROR
264.1,373.2,60.9,13,109.1,-47.9
220.1,354.7,-44,-18.5,134.6,25.5
192.8,348.4,-27.3,-6.3,155.6,21
203.9,322.8,11.1,-25.6,118.9,-36.7
178.9,328.2,-25,5.4,149.3,30.4
195.9,328.1,17,-0.1,132.2,-17.1
222.3,334.5,26.4,6.4,112.2,-20
211.6,344.1,-10.7,9.6,132.5,20.3
181.3,321.8,-30.3,-22.3,140.5,8
164.4,308.8,-16.9,-13,144.4,3.9
135.6,276.1,-28.8,-32.7,140.5,-3.9
115.9,248.5,-19.7,-27.6,132.6,-7.9
142.3,251.8,26.4,3.3,109.5,-23.1
167.5,262.4,25.2,10.6,94.9,-14.6
195.3,277.6,27.8,15.2,82.3,-12.6
218.5,282.9,23.2,5.3,64.4,-17.9
203.7,304.3,-14.8,21.4,100.6,36.2
184.6,270.3,-19.1,-34,85.7,-14.9
159.2,252.4,-25.4,-17.9,93.2,7.5
118.6,234.6,-40.6,-17.8,116,22.8
78.9,219.5,-39.7,-15.1,140.6,24.6
52.6,224.6,-26.3,5.1,172,31.4
56.2,197.9,3.6,-26.7,141.7,-30.3
86.6,214.4,30.4,16.5,127.8,-13.9
187.7,252.3,101.1,37.9,64.6,-63.2
281.5,298.4,93.8,46.1,16.9,-47.7
324.5,326.5,43,28.1,2,-14.9
247.6,317.3,-76.9,-9.2,69.7,67.7
205.1,330.5,-42.5,13.2,125.4,55.7
231.8,336.3,26.7,5.8,104.5,-20.9
256.8,349.9,25,13.6,93.1,-11.4
255.4,336.1,-1.4,-13.8,80.7,-12.4
222.6,310.3,-32.8,-25.8,87.7,7
166.5,275.1,-56.1,-35.2,108.6,20.9
109.3,247.2,-57.2,-27.9,137.9,29.3
87.5,251.3,-21.8,4.1,163.8,25.9
97.7,246,10.2,-5.3,148.3,-15.5
111.5,251.8,13.8,5.8,140.3,-8
127.1,254.4,15.6,2.6,127.3,-13
178.7,291.1,51.6,36.7,112.4,-14.9
232.2,345.8,53.5,54.7,113.6,1.2
233.4,329.6,1.2,-16.2,96.2,-17.4
285,322.5,51.6,-7.1,37.5,-58.7
404,358.7,119,36.2,-45.3,-82.8
615.8,434,211.8,75.3,-181.8,-136.5
711.2,531.5,95.4,97.5,-179.7,2.1
749.3,585.5,38.1,54,-163.8,15.9
822.4,670.4,73.1,84.9,-152,11.8
780.5,672,-41.9,1.6,-108.5,43.5
732.3,670.4,-48.2,-1.6,-61.9,46.6
763.9,715.4,31.6,45,-48.5,13.4
840.7,770.1,76.8,54.7,-70.6,-22.1
1006.3,815.1,165.6,45,-191.2,-120.6
1041,878.6,34.7,63.5,-162.4,28.8
1130.8,901.6,89.8,23,-229.2,-66.8
1187.7,946.1,56.9,44.5,-241.6,-12.4
1139.5,949.8,-48.2,3.7,-189.7,51.9
1144.7,901.5,5.2,-48.3,-243.2,-53.5
1292.7,922.4,148,20.9,-370.3,-127.1
1444.5,968.7,151.8,46.3,-475.8,-105.5
1336.4,984.3,-108.1,15.6,-352.1,123.7
1314.3,1064.2,-22.1,79.9,-250.1,102
1493.5,1190.7,179.2,126.5,-302.8,-52.7
1562.6,1267,69.1,76.3,-295.6,7.2
1545.7,1303.5,-16.9,36.5,-242.2,53.4
1534.1,1303.4,-11.6,-0.1,-230.7,11.5
1488.5,1279.1,-45.6,-24.3,-209.4,21.3
1495.3,1268.2,6.8,-10.9,-227.1,-17.7
1547.1,1375.8,51.8,107.6,-171.3,55.8
1586.6,1436.7,39.5,60.9,-149.9,21.4
1631.9,1482,45.3,45.3,-149.9,6.82E-13
1644.1,1498.9,12.2,16.9,-145.2,4.7
1571,1470.5,-73.1,-28.4,-100.5,44.7
1522.5,1438.6,-48.5,-31.9,-83.9,16.6
1611.2,1471,88.7,32.4,-140.2,-56.3
1637.4,1523.3,26.2,52.3,-114.1,26.1
1590.6,1511.1,-46.8,-12.2,-79.5,34.6
1546,1515.6,-44.6,4.5,-30.4,49.1
1506.8,1472.2,-39.2,-43.4,-34.6,-4.2
1552.9,1471.3,46.1,-0.9,-81.6,-47
1618.7,1446.6,65.8,-24.7,-172.1,-90.5
1525.9,1379.2,-92.8,-67.4,-146.7,25.4
1568.1,1353.7,42.2,-25.5,-214.4,-67.7
1637.1,1379,69,25.3,-258.1,-43.7
1622.1,1321.8,-15,-57.2,-300.3,-42.2
1533.1,1392.6,-89,70.8,-140.5,159.8
1501.1,1478.7,-32,86.1,-22.4,118.1
1502.2,1470,1.1,-8.7,-32.2,-9.8
1136,1347.3,-366.2,-122.7,211.3,243.5
1111.5,1292.1,-24.5,-55.2,180.6,-30.7
1134,1230.4,22.5,-61.7,96.4,-84.2
1458.9,1281.3,324.9,50.9,-177.6,-274
1419,1338.2,-39.9,56.9,-80.8,96.8
1297.5,1333.3,-121.5,-4.9,35.8,116.6
1276.2,1322.7,-21.3,-10.6,46.5,10.7
1280.3,1319.9,4.1,-2.8,39.6,-6.9
1418.1,1292,137.8,-27.9,-126.1,-165.7
1358.7,1282.4,-59.4,-9.6,-76.3,49.8
1281.2,1255.1,-77.5,-27.3,-26.1,50.2
1272.5,1249,-8.7,-6.1,-23.5,2.6
1330.7,1258.3,58.2,9.3,-72.4,-48.9
1474.2,1323,143.5,64.7,-151.2,-78.8
1534.6,1344.9,60.4,21.9,-189.7,-38.5
1463.9,1311.2,-70.7,-33.7,-152.7,37
1227.2,1174.8,-236.7,-136.4,-52.4,100.3
1098.9,1126,-128.3,-48.8,27.1,79.5
1139.8,1075.7,40.9,-50.3,-64.1,-91.2
1265.7,1075.2,125.9,-0.5,-190.5,-126.4
1266.6,1027.5,0.9,-47.7,-239.1,-48.6
1232.1,1082.2,-34.5,54.7,-149.9,89.2
1212,1153.1,-20.1,70.9,-58.9,91
1356.4,1203.1,144.4,50,-153.3,-94.4
1602.7,1287.7,246.3,84.6,-315,-161.7
1617.6,1285.5,14.9,-2.2,-332.1,-17.1
1641.1,1292.8,23.5,7.3,-348.3,-16.2
1646.1,1324.4,5,31.6,-321.7,26.6
1646.4,1420,0.3,95.6,-226.4,95.3
1629.9,1461.2,-16.5,41.2,-168.7,57.7
1644.7,1489.1,14.8,27.9,-155.6,13.1
1652.7,1508.4,8,19.3,-144.3,11.3
1653.3,1487.8,0.6,-20.6,-165.5,-21.2
1645,1496.2,-8.3,8.4,-148.8,16.7
1652.3,1546.9,7.3,50.7,-105.4,43.4
1655.8,1545.3,3.5,-1.6,-110.5,-5.1
1647.5,1558.2,-8.3,12.9,-89.3,21.2
1630.8,1554.5,-16.7,-3.7,-76.3,13
1606.9,1506.3,-23.9,-48.2,-100.6,-24.3
1576.1,1488.4,-30.8,-17.9,-87.7,12.9
1539.8,1412.3,-36.3,-76.1,-127.5,-39.8
1547.3,1344,7.5,-68.3,-203.3,-75.8
1563.2,1325.7,15.9,-18.3,-237.5,-34.2
1568.7,1358,5.5,32.3,-210.7,26.8
1501,1297.4,-67.7,-60.6,-203.6,7.1
1510,1350.8,9,53.4,-159.2,44.4
1539.4,1434.6,29.4,83.8,-104.8,54.4
1584.1,1486.9,44.7,52.3,-97.2,7.6
1565.4,1476.1,-18.7,-10.8,-89.3,7.9
1449.6,1395.4,-115.8,-80.7,-54.2,35.1
1117.1,1267.8,-332.5,-127.6,150.7,204.9
895,1157.7,-222.1,-110.1,262.7,112
821.8,1093.5,-73.2,-64.2,271.7,9
750.5,1065.7,-71.3,-27.8,315.2,43.5
779.6,1047.9,29.1,-17.8,268.3,-46.9
766.7,995,-12.9,-52.9,228.3,-40
575.6,905.4,-191.1,-89.6,329.8,101.5
475.4,818.8,-100.2,-86.6,343.4,13.6
495.7,787.4,20.3,-31.4,291.7,-51.7
494.1,742.9,-1.6,-44.5,248.8,-42.9
453.8,719.4,-40.3,-23.5,265.6,16.8
411.1,671,-42.7,-48.4,259.9,-5.7
368.4,609.8,-42.7,-61.2,241.4,-18.5
364.3,584.7,-4.1,-25.1,220.4,-21
371.5,551.8,7.2,-32.9,180.3,-40.1
413.1,538.4,41.6,-13.4,125.3,-55
401.6,494.4,-11.5,-44,92.8,-32.5
317.7,442.4,-83.9,-52,124.7,31.9
215.2,400.2,-102.5,-42.2,185,60.3
165.2,378.4,-50,-21.8,213.2,28.2
157.6,395.2,-7.6,16.8,237.6,24.4
112.2,381.4,-45.4,-13.8,269.2,31.6
119.6,374.4,7.4,-7,254.8,-14.4
152,334.9,32.4,-39.5,182.9,-71.9
184.2,297.1,32.2,-37.8,112.9,-70
197,304.3,12.8,7.2,107.3,-5.6
185.3,306.5,-11.7,2.2,121.2,13.9
160.3,295.6,-25,-10.9,135.3,14.1
169.4,328.5,9.1,32.9,159.1,23.8
191.2,330.4,21.8,1.9,139.2,-19.9
228.4,318,37.2,-12.4,89.6,-49.6
193.4,331.5,-35,13.5,138.1,48.5
129.6,295.8,-63.8,-35.7,166.2,28.1
68.7,286.1,-60.9,-9.7,217.4,51.2
56,275,-12.7,-11.1,219,1.6
61.4,255.6,5.4,-19.4,194.2,-24.8
48.8,222.5,-12.6,-33.1,173.7,-20.5
52.8,233,4,10.5,180.2,6.5
53.3,241.4,0.5,8.4,188.1,7.9
48.7,214.9,-4.6,-26.5,166.2,-21.9
52,209,3.3,-5.9,157,-9.2
71.6,203.8,19.6,-5.2,132.2,-24.8
86.7,216.9,15.1,13.1,130.2,-2
139.1,259.5,52.4,42.6,120.4,-9.8
159.1,280.5,20,21,121.4,1
198.2,298,39.1,17.5,99.8,-21.6
192.8,320.9,-5.4,22.9,128.1,28.3
162.9,308.2,-29.9,-12.7,145.3,17.2
136.3,264.2,-26.6,-44,127.9,-17.4
121.9,247.2,-14.4,-17,125.3,-2.6
122.2,227,0.3,-20.2,104.8,-20.5
129.6,233.5,7.4,6.5,103.9,-0.9
122.5,236.2,-7.1,2.7,113.7,9.8
98.1,219.1,-24.4,-17.1,121,7.3
107,211,8.9,-8.1,104,-17
101,219.6,-6,8.6,118.6,14.6
72.7,203.1,-28.3,-16.5,130.4,11.8
70.3,208.8,-2.4,5.7,138.5,8.1
76,218.9,5.7,10.1,142.9,4.4
75.2,224.2,-0.8,5.3,149,6.1
78.7,224.5,3.5,0.3,145.8,-3.2
79.1,207.3,0.4,-17.2,128.2,-17.6
97.9,191.4,18.8,-15.9,93.5,-34.7
112.3,190.3,14.4,-1.1,78,-15.5
83.5,177,-28.8,-13.3,93.5,15.5
40.1,166.5,-43.4,-10.5,126.4,32.9
24.9,166.3,-15.2,-0.2,141.4,15
33.9,159.5,9,-6.8,125.6,-15.8
48.8,170.8,14.9,11.3,122,-3.6
79.5,188.5,30.7,17.7,109,-13
101,190.7,21.5,2.2,89.7,-19.3
99.9,208,-1.1,17.3,108.1,18.4
101.1,210.3,1.2,2.3,109.2,1.1
99.9,208.6,-1.2,-1.7,108.7,-0.5
113.7,224.2,13.8,15.6,110.5,1.8
125.7,223.6,12,-0.6,97.9,-12.6
156.7,252.2,31,28.6,95.5,-2.4
144.7,248.2,-12,-4,103.5,8
113.3,214.1,-31.4,-34.1,100.8,-2.7
135.7,217.1,22.4,3,81.4,-19.4
135.5,243.6,-0.2,26.5,108.1,26.7
129.5,255,-6,11.4,125.5,17.4
165,254.8,35.5,-0.2,89.8,-35.7
200.1,269.7,35.1,14.9,69.6,-20.2
171.5,274.4,-28.6,4.7,102.9,33.3
137.7,237.7,-33.8,-36.7,100,-2.9
103.6,232.5,-34.1,-5.2,128.9,28.9
94.1,208.9,-9.5,-23.6,114.8,-14.1
89.6,207.4,-4.5,-1.5,117.8,3
86,197.7,-3.6,-9.7,111.7,-6.1
21.7,163.5,-64.3,-34.2,141.8,30.1
8.2,175.2,-13.5,11.7,167,25.2
12.9,190.7,4.7,15.5,177.8,10.8
8.2,186.8,-4.7,-3.9,178.6,0.8
12.9,186.4,4.7,-0.4,173.5,-5.1
19.7,176.6,6.8,-9.8,156.9,-16.6
25.6,178.2,5.9,1.6,152.6,-4.3
27.9,171.6,2.3,-6.6,143.7,-8.9
34.2,182.9,6.3,11.3,148.7,5
59.8,157.6,25.6,-25.3,97.8,-50.9
89.3,190.9,29.5,33.3,101.6,3.8
98.8,188.2,9.5,-2.7,89.4,-12.2
125,193.5,26.2,5.3,68.5,-20.9
109.6,196.5,-15.4,3,86.9,18.4
72.3,183.9,-37.3,-12.6,111.6,24.7
83.4,189.2,11.1,5.3,105.8,-5.8
68.7,193.9,-14.7,4.7,125.2,19.4
51.1,195,-17.6,1.1,143.9,18.7
47.2,178.1,-3.9,-16.9,130.9,-13
37.7,156.3,-9.5,-21.8,118.6,-12.3
13.8,140.6,-23.9,-15.7,126.8,8.2
2,134.9,-11.8,-5.7,132.9,6.1
4.2,138.3,2.2,3.4,134.1,1.2
4.3,146.1,0.1,7.8,141.8,7.7
16.1,139,11.8,-7.1,122.9,-18.9
42.1,145,26,6,102.9,-20
51.7,173.1,9.6,28.1,121.4,18.5
96.8,202.4,45.1,29.3,105.6,-15.8
124.1,237.8,27.3,35.4,113.7,8.1
128.3,224.4,4.2,-13.4,96.1,-17.6
164.8,229,36.5,4.6,64.2,-31.9
213,251.1,48.2,22.1,38.1,-26.1
230.2,266.5,17.2,15.4,36.3,-1.8
330.4,331.4,100.2,64.9,1,-35.3
464.4,408.9,134,77.5,-55.5,-56.5
539.7,433.4,75.3,24.5,-106.3,-50.8
448.8,433,-90.9,-0.4,-15.8,90.5
420.9,445.1,-27.9,12.1,24.2,40
480.8,455.8,59.9,10.7,-25,-49.2
554.2,486.2,73.4,30.4,-68,-43
595.6,532.1,41.4,45.9,-63.5,4.5
547.9,513.9,-47.7,-18.2,-34,29.5
523.2,504,-24.7,-9.9,-19.2,14.8
532.7,512.5,9.5,8.5,-20.2,-1
570,500.4,37.3,-12.1,-69.6,-49.4
532.2,489.6,-37.8,-10.8,-42.6,27
510.2,460.7,-22,-28.9,-49.5,-6.9
555.7,477.7,45.5,17,-78,-28.5
605,461.9,49.3,-15.8,-143.1,-65.1
722.1,524.2,117.1,62.3,-197.9,-54.8
838,613.1,115.9,88.9,-224.9,-27
1060.6,736.5,222.6,123.4,-324.1,-99.2
1214.1,875.1,153.5,138.6,-339,-14.9
1389.3,957.5,175.2,82.4,-431.8,-92.8
1465.8,964.8,76.5,7.3,-501,-69.2
1517.3,1067.3,51.5,102.5,-450,51
1549.3,1193.3,32,126,-356,94
1575.9,1286.9,26.6,93.6,-289,67
1618.1,1376.4,42.2,89.5,-241.7,47.3
1630.4,1453.2,12.3,76.8,-177.2,64.5
1556.9,1386.9,-73.5,-66.3,-170,7.2
1590.1,1364.5,33.2,-22.4,-225.6,-55.6
1643.3,1425.9,53.2,61.4,-217.4,8.2
1637.8,1456.8,-5.5,30.9,-181,36.4
1639.6,1505.1,1.8,48.3,-134.5,46.5
1654.9,1480.2,15.3,-24.9,-174.7,-40.2
1656.9,1473.8,2,-6.4,-183.1,-8.4
1654.4,1444.2,-2.5,-29.6,-210.2,-27.1
1647.8,1392.5,-6.6,-51.7,-255.3,-45.1
1648.1,1368.9,0.3,-23.6,-279.2,-23.9
1648.6,1351.4,0.5,-17.5,-297.2,-18
1652.6,1350.9,4,-0.5,-301.7,-4.5
1654.3,1311.2,1.7,-39.7,-343.1,-41.4
1662.2,1373.4,7.9,62.2,-288.8,54.3
1656.1,1448,-6.1,74.6,-208.1,80.7
1654.7,1498.5,-1.4,50.5,-156.2,51.9
1653.2,1522,-1.5,23.5,-131.2,25
1651.9,1474.1,-1.3,-47.9,-177.8,-46.6
1655,1408.1,3.1,-66,-246.9,-69.1
1657.5,1429.8,2.5,21.7,-227.7,19.2
1653.5,1516.6,-4,86.8,-136.9,90.8
1656.3,1548.5,2.8,31.9,-107.8,29.1
1540.6,1550.1,-115.7,1.6,9.5,117.3
1624.2,1563.9,83.6,13.8,-60.3,-69.8
1653.1,1501.3,28.9,-62.6,-151.8,-91.5
1656,1484.2,2.9,-17.1,-171.8,-20
1658.4,1552.7,2.4,68.5,-105.7,66.1
1657.3,1567.5,-1.1,14.8,-89.8,15.9
1655.1,1561.6,-2.2,-5.9,-93.5,-3.7
1594.1,1542.9,-61,-18.7,-51.2,42.3
1490.4,1473,-103.7,-69.9,-17.4,33.8
1335.6,1387.4,-154.8,-85.6,51.8,69.2
1136.7,1265.5,-198.9,-121.9,128.8,77
996.3,1137.9,-140.4,-127.6,141.6,12.8
925.6,1066.2,-70.7,-71.7,140.6,-1
893.5,1001.9,-32.1,-64.3,108.4,-32.2
810.8,916.5,-82.7,-85.4,105.7,-2.7
976.7,944.8,165.9,28.3,-31.9,-137.6
1066.6,991.9,89.9,47.1,-74.7,-42.8
761.5,925.5,-305.1,-66.4,164,238.7
753.2,909.4,-8.3,-16.1,156.2,-7.8
846.7,897.4,93.5,-12,50.7,-105.5
791.6,826.7,-55.1,-70.7,35.1,-15.6
660.3,805.1,-131.3,-21.6,144.8,109.7
583.1,801.5,-77.2,-3.6,218.4,73.6
558.7,784.6,-24.4,-16.9,225.9,7.5
569,775.3,10.3,-9.3,206.3,-19.6
599.9,765.3,30.9,-10,165.4,-40.9
757.1,753.7,157.2,-11.6,-3.4,-168.8
891.3,803.5,134.2,49.8,-87.8,-84.4
845,817.7,-46.3,14.2,-27.3,60.5
709.2,790.4,-135.8,-27.3,81.2,108.5
599.8,732.4,-109.4,-58,132.6,51.4
501.8,689.9,-98,-42.5,188.1,55.5
464.2,656.4,-37.6,-33.5,192.2,4.1
441.8,597.1,-22.4,-59.3,155.3,-36.9
430.9,541.1,-10.9,-56,110.2,-45.1
398.7,534.2,-32.2,-6.9,135.5,25.3
367.3,482,-31.4,-52.2,114.7,-20.8
309.1,466,-58.2,-16,156.9,42.2
253.6,420.5,-55.5,-45.5,166.9,10
193.3,411.3,-60.3,-9.2,218,51.1
190.7,409.4,-2.6,-1.9,218.7,0.7
187,406.6,-3.7,-2.8,219.6,0.9
138.2,380.9,-48.8,-25.7,242.7,23.1
132.5,336.6,-5.7,-44.3,204.1,-38.6
136.8,307.5,4.3,-29.1,170.7,-33.4
180.7,303.2,43.9,-4.3,122.5,-48.2
108.9,269.1,-71.8,-34.1,160.2,37.7
123.9,278.8,15,9.7,154.9,-5.3
177.8,285.9,53.9,7.1,108.1,-46.8
238.7,296.4,60.9,10.5,57.7,-50.4
246,283.7,7.3,-12.7,37.7,-20
236.6,287.8,-9.4,4.1,51.2,13.5
238,293.7,1.4,5.9,55.7,4.5
369.4,336.2,131.4,42.5,-33.2,-88.9
441.2,393.6,71.8,57.4,-47.6,-14.4
529.8,431.7,88.6,38.1,-98.1,-50.5
750.8,538.2,221,106.5,-212.6,-114.5
933,628.7,182.2,90.5,-304.3,-91.7
1126,712.8,193,84.1,-413.2,-108.9
1224.3,767.5,98.3,54.7,-456.8,-43.6
1329.9,825.8,105.6,58.3,-504.1,-47.3
1304.9,897.3,-25,71.5,-407.6,96.5
1443.5,927.7,138.6,30.4,-515.8,-108.2
1609.4,1059.9,165.9,132.2,-549.5,-33.7
1639.9,1187.7,30.5,127.8,-452.2,97.3
1620.2,1294.3,-19.7,106.6,-325.9,126.3
1597.7,1365.8,-22.5,71.5,-231.9,94
1543.8,1368.4,-53.9,2.6,-175.4,56.5
1391.4,1272.4,-152.4,-96,-119,56.4
1171.8,1232,-219.6,-40.4,60.2,179.2
1133.8,1195.2,-38,-36.8,61.4,1.2
1207.5,1223.6,73.7,28.4,16.1,-45.3
1161.8,1218.8,-45.7,-4.8,57,40.9
1141.4,1205.2,-20.4,-13.6,63.8,6.8
973.3,1079.1,-168.1,-126.1,105.8,42
940.3,1011.5,-33,-67.6,71.2,-34.6
783.9,937,-156.4,-74.5,153.1,81.9
463,850,-320.9,-87,387,233.9
379.5,775.2,-83.5,-74.8,395.7,8.7
519.2,738.7,139.7,-36.5,219.5,-176.2
577.7,730.5,58.5,-8.2,152.8,-66.7
615.7,723.5,38,-7,107.8,-45
686.5,695.1,70.8,-28.4,8.6,-99.2
740.3,677.6,53.8,-17.5,-62.7,-71.3
830.4,711.7,90.1,34.1,-118.7,-56
976.8,766.5,146.4,54.8,-210.3,-91.6
1157,800.2,180.2,33.7,-356.8,-146.5
1102.7,834.5,-54.3,34.3,-268.2,88.6
1195.6,942.3,92.9,107.8,-253.3,14.9
1183.9,1012.8,-11.7,70.5,-171.1,82.2
1165.3,1072.1,-18.6,59.3,-93.2,77.9
1178.2,1058.4,12.9,-13.7,-119.8,-26.6
1053.9,1024.5,-124.3,-33.9,-29.4,90.4
865.6,935.1,-188.3,-89.4,69.5,98.9
731.1,912.1,-134.5,-23,181,111.5
665.4,894.4,-65.7,-17.7,229,48
555.5,846.9,-109.9,-47.5,291.4,62.4
456.5,787.4,-99,-59.5,330.9,39.5
322.9,667.5,-133.6,-119.9,344.6,13.7
216.2,583.2,-106.7,-84.3,367,22.4
95.8,535.7,-120.4,-47.5,439.9,72.9
67.5,471.7,-28.3,-64,404.2,-35.7
31.9,430.3,-35.6,-41.4,398.4,-5.8
29.6,393.4,-2.3,-36.9,363.8,-34.6
38.4,334,8.8,-59.4,295.6,-68.2
19.7,278.1,-18.7,-55.9,258.4,-37.2
17,244.2,-2.7,-33.9,227.2,-31.2
25.5,235.4,8.5,-8.8,209.9,-17.3
25.2,213.8,-0.3,-21.6,188.6,-21.3
35.9,224.5,10.7,10.7,188.6,0
169.6,243.4,133.7,18.9,73.8,-114.8
188.9,258,19.3,14.6,69.1,-4.7
278.6,294.6,89.7,36.6,16,-53.1
444,374,165.4,79.4,-70,-86
774.7,487.6,330.7,113.6,-287.1,-217.1
938,614.8,163.3,127.2,-323.2,-36.1
975.4,665.7,37.4,50.9,-309.7,13.5
1033.3,750.9,57.9,85.2,-282.4,27.3
1077.9,818.1,44.6,67.2,-259.8,22.6
1141.1,913,63.2,94.9,-228.1,31.7
1261.2,995.6,120.1,82.6,-265.6,-37.5
1376.2,1060.8,115,65.2,-315.4,-49.8
1476.7,1082.9,100.5,22.1,-393.8,-78.4
1528.3,1136.2,51.6,53.3,-392.1,1.7
1514.5,1185.7,-13.8,49.5,-328.8,63.3
1561.3,1256.3,46.8,70.6,-305,23.8
1436.5,1266.7,-124.8,10.4,-169.8,135.2
1089.3,1165.1,-347.2,-101.6,75.8,245.6
955.6,1099.7,-133.7,-65.4,144.1,68.3
894.2,1048.1,-61.4,-51.6,153.9,9.8
800.7,949,-93.5,-99.1,148.3,-5.6
670,848.2,-130.7,-100.8,178.2,29.9
604,791.9,-66,-56.3,187.9,9.7
498.6,720.6,-105.4,-71.3,222,34.1
435.6,655.6,-63,-65,220,-2
512.9,663.2,77.3,7.6,150.3,-69.7
549.2,672,36.3,8.8,122.8,-27.5
560.8,676,11.6,4,115.2,-7.6
502.1,676.8,-58.7,0.8,174.7,59.5
363.7,599.2,-138.4,-77.6,235.5,60.8
339.9,546.4,-23.8,-52.8,206.5,-29
473,579.4,133.1,33,106.4,-100.1
548.3,595.3,75.3,15.9,47,-59.4
769.3,658.5,221,63.2,-110.8,-157.8
918.6,722,149.3,63.5,-196.6,-85.8
1144.4,833.2,225.8,111.2,-311.2,-114.6
1482.6,954.5,338.2,121.3,-528.1,-216.9
1578.6,1060.3,96,105.8,-518.3,9.8
1634.3,1187.3,55.7,127,-447,71.3
1648.1,1284.4,13.8,97.1,-363.7,83.3
1650.4,1304.3,2.3,19.9,-346.1,17.6
1655.9,1364.1,5.5,59.8,-291.8,54.3
1655.2,1376.9,-0.7,12.8,-278.3,13.5
1652.7,1361.2,-2.5,-15.7,-291.5,-13.2
1652.4,1364.1,-0.3,2.9,-288.3,3.2
1653.3,1348.1,0.9,-16,-305.2,-16.9
1653.9,1374.4,0.6,26.3,-279.5,25.7
1648.5,1402.7,-5.4,28.3,-245.8,33.7
1652.7,1390.7,4.2,-12,-262,-16.2
1659.5,1427.1,6.8,36.4,-232.4,29.6
1657,1524,-2.5,96.9,-133,99.4
1655.9,1577.8,-1.1,53.8,-78.1,54.9
1649.2,1594.5,-6.7,16.7,-54.7,23.4
1650.7,1549.1,1.5,-45.4,-101.6,-46.9
1644,1513.6,-6.7,-35.5,-130.4,-28.8
1596.5,1478.1,-47.5,-35.5,-118.4,12
1503,1483.2,-93.5,5.1,-19.8,98.6
1382.4,1465,-120.6,-18.2,82.6,102.4
1220.1,1415.4,-162.3,-49.6,195.3,112.7
981.2,1326.2,-238.9,-89.2,345,149.7
1219,1275.4,237.8,-50.8,56.4,-288.6
1230.9,1242.5,11.9,-32.9,11.6,-44.8
847,1123.9,-383.9,-118.6,276.9,265.3
673.5,1001.3,-173.5,-122.6,327.8,50.9
676.8,908.5,3.3,-92.8,231.7,-96.1
670.7,819.9,-6.1,-88.6,149.2,-82.5
624,801.5,-46.7,-18.4,177.5,28.3
574.8,721.9,-49.2,-79.6,147.1,-30.4
533.2,660.3,-41.6,-61.6,127.1,-20
510,636.2,-23.2,-24.1,126.2,-0.9
426.1,552.7,-83.9,-83.5,126.6,0.4
424.6,493.5,-1.5,-59.2,68.9,-57.7
600.1,491,175.5,-2.5,-109.1,-178
913.6,586.3,313.5,95.3,-327.3,-218.2
902.4,668.6,-11.2,82.3,-233.8,93.5
874.5,704,-27.9,35.4,-170.5,63.3
929.5,772.1,55,68.1,-157.4,13.1
858.6,771.8,-70.9,-0.3,-86.8,70.6
891.4,809.1,32.8,37.3,-82.3,4.5
901.7,823.9,10.3,14.8,-77.8,4.5
714.5,768.7,-187.2,-55.2,54.2,132
540.8,734.2,-173.7,-34.5,193.4,139.2
493,699.8,-47.8,-34.4,206.8,13.4
444.4,677.2,-48.6,-22.6,232.8,26
418.2,630,-26.2,-47.2,211.8,-21
493.5,609.7,75.3,-20.3,116.2,-95.6
619,616.7,125.5,7,-2.3,-118.5
693.1,653.3,74.1,36.6,-39.8,-37.5
698.5,686.5,5.4,33.2,-12,27.8
596.8,645.3,-101.7,-41.2,48.5,60.5
536.4,601.4,-60.4,-43.9,65,16.5
563.2,597,26.8,-4.4,33.8,-31.2
505.8,556.7,-57.4,-40.3,50.9,17.1
456.3,537,-49.5,-19.7,80.7,29.8
375.4,489.6,-80.9,-47.4,114.2,33.5
351.3,463,-24.1,-26.6,111.7,-2.5
532.4,501.1,181.1,38.1,-31.3,-143
657.9,587.1,125.5,86,-70.8,-39.5
712.2,644.4,54.3,57.3,-67.8,3
809.4,688.8,97.2,44.4,-120.6,-52.8
791.1,739,-18.3,50.2,-52.1,68.5
676.2,709.6,-114.9,-29.4,33.4,85.5
637,691.4,-39.2,-18.2,54.4,21
562.9,660.9,-74.1,-30.5,98,43.6
509,630.3,-53.9,-30.6,121.3,23.3
428.8,611.2,-80.2,-19.1,182.4,61.1
360.8,583.5,-68,-27.7,222.7,40.3
356,578.4,-4.8,-5.1,222.4,-0.3
298.9,535.6,-57.1,-42.8,236.7,14.3
301.5,516.8,2.6,-18.8,215.3,-21.4
304,506.9,2.5,-9.9,202.9,-12.4
258.8,453.5,-45.2,-53.4,194.7,-8.2
271,433.9,12.2,-19.6,162.9,-31.8
315.3,438.1,44.3,4.2,122.8,-40.1
360.7,423,45.4,-15.1,62.3,-60.5
361.6,412.5,0.9,-10.5,50.9,-11.4
274.5,377.8,-87.1,-34.7,103.3,52.4
192,328.7,-82.5,-49.1,136.7,33.4
132.1,304.3,-59.9,-24.4,172.2,35.5
75.1,258.1,-57,-46.2,183,10.8
54.3,246.7,-20.8,-11.4,192.4,9.4
83.4,259.9,29.1,13.2,176.5,-15.9
118.6,277.8,35.2,17.9,159.2,-17.3
155.4,292.7,36.8,14.9,137.3,-21.9
149.3,297.7,-6.1,5,148.4,11.1
109.4,282.5,-39.9,-15.2,173.1,24.7
52.3,251.9,-57.1,-30.6,199.6,26.5
32.2,238.7,-20.1,-13.2,206.5,6.9
