SYSLoad,PkLoad,PkLoadPoint,T24PkLoad,T24PkPoint,T48PkLoad,T48PkPoint,Seasonal,T24Seasonal,T48Seasonal,T24Dry,T24Dew,DryBulb,DewPnt,Hour,Date,WeekDay,Month,Year
14654,16392,17,16468,17,17888,17,1738,1745,1517,42,40,46,44,16,13,1,1,2013
15575,16392,17,16468,17,17888,17,817,895,714,41,40,46,44,17,13,1,1,2013
16392,16392,17,16468,17,17888,17,0,0,0,40,39,46,44,18,13,1,1,2013
16255,16392,17,16468,17,17888,17,137,189,330,41,40,46,44,19,13,1,1,2013
15588,16392,17,16468,17,17888,17,804,765,897,40,40,46,44,20,13,1,1,2013
15083,16392,17,16468,17,17888,17,1309,1368,1572,40,40,46,44,21,13,1,1,2013
14030,16392,17,16468,17,17888,17,2362,2042,2474,40,40,46,45,22,13,1,1,2013
12772,16392,17,16468,17,17888,17,3620,3060,3711,40,40,46,45,23,13,1,1,2013
11628,16392,17,16468,17,17888,17,4764,4158,4909,40,40,46,45,24,13,1,1,2013
10870,17327,17,16392,17,16468,17,6457,4983,4460,40,39,47,45,1,14,2,1,2013
10474,17327,17,16392,17,16468,17,6853,5537,5015,40,39,47,46,2,14,2,1,2013
10275,17327,17,16392,17,16468,17,7052,5835,5329,40,39,47,46,3,14,2,1,2013
10273,17327,17,16392,17,16468,17,7054,5965,5478,40,39,47,46,4,14,2,1,2013
10658,17327,17,16392,17,16468,17,6669,5932,5394,39,39,47,46,5,14,2,1,2013
11819,17327,17,16392,17,16468,17,5508,5676,5002,39,38,47,46,6,14,2,1,2013
13845,17327,17,16392,17,16468,17,3482,5116,4231,39,39,48,47,7,14,2,1,2013
15063,17327,17,16392,17,16468,17,2264,4442,3375,40,39,48,47,8,14,2,1,2013
15346,17327,17,16392,17,16468,17,1981,3441,2422,40,39,48,47,9,14,2,1,2013
15462,17327,17,16392,17,16468,17,1865,2594,1705,41,41,49,48,10,14,2,1,2013
15595,17327,17,16392,17,16468,17,1732,2125,1281,42,41,50,48,11,14,2,1,2013
15525,17327,17,16392,17,16468,17,1802,1890,1225,43,42,52,47,12,14,2,1,2013
15337,17327,17,16392,17,16468,17,1990,1785,1364,43,43,54,46,13,14,2,1,2013
15151,17327,17,16392,17,16468,17,2176,1846,1613,44,43,54,42,14,14,2,1,2013
15018,17327,17,16392,17,16468,17,2309,1915,1783,45,44,55,38,15,14,2,1,2013
15090,17327,17,16392,17,16468,17,2237,1738,1745,46,44,53,34,16,14,2,1,2013
15995,17327,17,16392,17,16468,17,1332,817,895,46,44,50,31,17,14,2,1,2013
17327,17327,17,16392,17,16468,17,0,0,0,46,44,47,30,18,14,2,1,2013
17267,17327,17,16392,17,16468,17,60,137,189,46,44,44,28,19,14,2,1,2013
16799,17327,17,16392,17,16468,17,528,804,765,46,44,43,27,20,14,2,1,2013
16065,17327,17,16392,17,16468,17,1262,1309,1368,46,44,42,27,21,14,2,1,2013
14980,17327,17,16392,17,16468,17,2347,2362,2042,46,45,41,25,22,14,2,1,2013
13606,17327,17,16392,17,16468,17,3721,3620,3060,46,45,39,25,23,14,2,1,2013
12310,17327,17,16392,17,16468,17,5017,4764,4158,46,45,39,25,24,14,2,1,2013
11545,18177,17,17327,17,16392,17,6632,6457,4983,47,45,38,25,1,15,3,1,2013
11204,18177,17,17327,17,16392,17,6973,6853,5537,47,46,37,25,2,15,3,1,2013
11002,18177,17,17327,17,16392,17,7175,7052,5835,47,46,36,25,3,15,3,1,2013
10985,18177,17,17327,17,16392,17,7192,7054,5965,47,46,36,25,4,15,3,1,2013
11319,18177,17,17327,17,16392,17,6858,6669,5932,47,46,35,25,5,15,3,1,2013
12490,18177,17,17327,17,16392,17,5687,5508,5676,47,46,34,24,6,15,3,1,2013
14620,18177,17,17327,17,16392,17,3557,3482,5116,48,47,33,24,7,15,3,1,2013
15843,18177,17,17327,17,16392,17,2334,2264,4442,48,47,33,23,8,15,3,1,2013
15992,18177,17,17327,17,16392,17,2185,1981,3441,48,47,32,23,9,15,3,1,2013
16065,18177,17,17327,17,16392,17,2112,1865,2594,49,48,35,23,10,15,3,1,2013
16154,18177,17,17327,17,16392,17,2023,1732,2125,50,48,36,23,11,15,3,1,2013
16232,18177,17,17327,17,16392,17,1945,1802,1890,52,47,37,23,12,15,3,1,2013
16149,18177,17,17327,17,16392,17,2028,1990,1785,54,46,38,22,13,15,3,1,2013
16065,18177,17,17327,17,16392,17,2112,2176,1846,54,42,38,22,14,15,3,1,2013
15964,18177,17,17327,17,16392,17,2213,2309,1915,55,38,39,22,15,15,3,1,2013
15990,18177,17,17327,17,16392,17,2187,2237,1738,53,34,38,22,16,15,3,1,2013
16861,18177,17,17327,17,16392,17,1316,1332,817,50,31,38,22,17,15,3,1,2013
18177,18177,17,17327,17,16392,17,0,0,0,47,30,37,22,18,15,3,1,2013
18124,18177,17,17327,17,16392,17,53,60,137,44,28,36,22,19,15,3,1,2013
17664,18177,17,17327,17,16392,17,513,528,804,43,27,35,22,20,15,3,1,2013
16914,18177,17,17327,17,16392,17,1263,1262,1309,42,27,34,22,21,15,3,1,2013
15751,18177,17,17327,17,16392,17,2426,2347,2362,41,25,34,21,22,15,3,1,2013
14267,18177,17,17327,17,16392,17,3910,3721,3620,39,25,33,22,23,15,3,1,2013
13002,18177,17,17327,17,16392,17,5175,5017,4764,39,25,33,22,24,15,3,1,2013
12089,18914,17,18177,17,17327,17,6825,6632,6457,38,25,33,23,1,16,4,1,2013
11692,18914,17,18177,17,17327,17,7222,6973,6853,37,25,33,22,2,16,4,1,2013
11519,18914,17,18177,17,17327,17,7395,7175,7052,36,25,32,22,3,16,4,1,2013
11563,18914,17,18177,17,17327,17,7351,7192,7054,36,25,33,23,4,16,4,1,2013
11979,18914,17,18177,17,17327,17,6935,6858,6669,35,25,32,24,5,16,4,1,2013
13134,18914,17,18177,17,17327,17,5780,5687,5508,34,24,30,26,6,16,4,1,2013
14972,18914,17,18177,17,17327,17,3942,3557,3482,33,24,30,27,7,16,4,1,2013
16172,18914,17,18177,17,17327,17,2742,2334,2264,33,23,30,27,8,16,4,1,2013
16543,18914,17,18177,17,17327,17,2371,2185,1981,32,23,30,27,9,16,4,1,2013
16849,18914,17,18177,17,17327,17,2065,2112,1865,35,23,30,28,10,16,4,1,2013
17158,18914,17,18177,17,17327,17,1756,2023,1732,36,23,30,28,11,16,4,1,2013
17329,18914,17,18177,17,17327,17,1585,1945,1802,37,23,31,29,12,16,4,1,2013
17368,18914,17,18177,17,17327,17,1546,2028,1990,38,22,32,30,13,16,4,1,2013
17297,18914,17,18177,17,17327,17,1617,2112,2176,38,22,32,30,14,16,4,1,2013
17135,18914,17,18177,17,17327,17,1779,2213,2309,39,22,32,30,15,16,4,1,2013
17173,18914,17,18177,17,17327,17,1741,2187,2237,38,22,32,30,16,16,4,1,2013
17905,18914,17,18177,17,17327,17,1009,1316,1332,38,22,32,31,17,16,4,1,2013
18914,18914,17,18177,17,17327,17,0,0,0,37,22,32,30,18,16,4,1,2013
18657,18914,17,18177,17,17327,17,257,53,60,36,22,32,30,19,16,4,1,2013
18019,18914,17,18177,17,17327,17,895,513,528,35,22,32,30,20,16,4,1,2013
17186,18914,17,18177,17,17327,17,1728,1263,1262,34,22,32,30,21,16,4,1,2013
15950,18914,17,18177,17,17327,17,2964,2426,2347,34,21,32,31,22,16,4,1,2013
14465,18914,17,18177,17,17327,17,4449,3910,3721,33,22,32,30,23,16,4,1,2013
13153,18914,17,18177,17,17327,17,5761,5175,5017,33,22,32,30,24,16,4,1,2013
12342,18311,17,18914,17,18177,17,5969,6825,6632,33,23,32,30,1,17,5,1,2013
11926,18311,17,18914,17,18177,17,6385,7222,6973,33,22,30,29,2,17,5,1,2013
11740,18311,17,18914,17,18177,17,6571,7395,7175,32,22,31,28,3,17,5,1,2013
11747,18311,17,18914,17,18177,17,6564,7351,7192,33,23,30,28,4,17,5,1,2013
12088,18311,17,18914,17,18177,17,6223,6935,6858,32,24,29,27,5,17,5,1,2013
13228,18311,17,18914,17,18177,17,5083,5780,5687,30,26,29,27,6,17,5,1,2013
15318,18311,17,18914,17,18177,17,2993,3942,3557,30,27,30,27,7,17,5,1,2013
16300,18311,17,18914,17,18177,17,2011,2742,2334,30,27,29,26,8,17,5,1,2013
16347,18311,17,18914,17,18177,17,1964,2371,2185,30,27,31,26,9,17,5,1,2013
16287,18311,17,18914,17,18177,17,2024,2065,2112,30,28,33,26,10,17,5,1,2013
16326,18311,17,18914,17,18177,17,1985,1756,2023,30,28,34,27,11,17,5,1,2013
16210,18311,17,18914,17,18177,17,2101,1585,1945,31,29,37,27,12,17,5,1,2013
16064,18311,17,18914,17,18177,17,2247,1546,2028,32,30,38,27,13,17,5,1,2013
15974,18311,17,18914,17,18177,17,2337,1617,2112,32,30,38,27,14,17,5,1,2013
15901,18311,17,18914,17,18177,17,2410,1779,2213,32,30,38,25,15,17,5,1,2013
16047,18311,17,18914,17,18177,17,2264,1741,2187,32,30,38,23,16,17,5,1,2013
17100,18311,17,18914,17,18177,17,1211,1009,1316,32,31,36,21,17,17,5,1,2013
18311,18311,17,18914,17,18177,17,0,0,0,32,30,35,20,18,17,5,1,2013
18301,18311,17,18914,17,18177,17,10,257,53,32,30,33,19,19,17,5,1,2013
17879,18311,17,18914,17,18177,17,432,895,513,32,30,32,18,20,17,5,1,2013
17262,18311,17,18914,17,18177,17,1049,1728,1263,32,30,30,15,21,17,5,1,2013
16154,18311,17,18914,17,18177,17,2157,2964,2426,32,31,29,14,22,17,5,1,2013
14753,18311,17,18914,17,18177,17,3558,4449,3910,32,30,28,12,23,17,5,1,2013
13463,18311,17,18914,17,18177,17,4848,5761,5175,32,30,27,10,24,17,5,1,2013
12675,18792,17,18311,17,18914,17,6117,5969,6825,32,30,26,10,1,18,6,1,2013
12278,18792,17,18311,17,18914,17,6514,6385,7222,30,29,25,8,2,18,6,1,2013
12123,18792,17,18311,17,18914,17,6669,6571,7395,31,28,25,5,3,18,6,1,2013
12120,18792,17,18311,17,18914,17,6672,6564,7351,30,28,24,4,4,18,6,1,2013
12594,18792,17,18311,17,18914,17,6198,6223,6935,29,27,23,3,5,18,6,1,2013
13849,18792,17,18311,17,18914,17,4943,5083,5780,29,27,21,0,6,18,6,1,2013
16003,18792,17,18311,17,18914,17,2789,2993,3942,30,27,18,-1,7,18,6,1,2013
17187,18792,17,18311,17,18914,17,1605,2011,2742,29,26,17,-2,8,18,6,1,2013
17312,18792,17,18311,17,18914,17,1480,1964,2371,31,26,16,-3,9,18,6,1,2013
17311,18792,17,18311,17,18914,17,1481,2024,2065,33,26,17,-4,10,18,6,1,2013
17380,18792,17,18311,17,18914,17,1412,1985,1756,34,27,19,-5,11,18,6,1,2013
17286,18792,17,18311,17,18914,17,1506,2101,1585,37,27,20,-4,12,18,6,1,2013
17044,18792,17,18311,17,18914,17,1748,2247,1546,38,27,21,-4,13,18,6,1,2013
16925,18792,17,18311,17,18914,17,1867,2337,1617,38,27,22,-3,14,18,6,1,2013
16741,18792,17,18311,17,18914,17,2051,2410,1779,38,25,23,-3,15,18,6,1,2013
16780,18792,17,18311,17,18914,17,2012,2264,1741,38,23,24,-3,16,18,6,1,2013
17498,18792,17,18311,17,18914,17,1294,1211,1009,36,21,23,-3,17,18,6,1,2013
18792,18792,17,18311,17,18914,17,0,0,0,35,20,21,-2,18,18,6,1,2013
18737,18792,17,18311,17,18914,17,55,10,257,33,19,21,-1,19,18,6,1,2013
18268,18792,17,18311,17,18914,17,524,432,895,32,18,20,0,20,18,6,1,2013
17682,18792,17,18311,17,18914,17,1110,1049,1728,30,15,19,2,21,18,6,1,2013
16849,18792,17,18311,17,18914,17,1943,2157,2964,29,14,19,2,22,18,6,1,2013
15674,18792,17,18311,17,18914,17,3118,3558,4449,28,12,19,3,23,18,6,1,2013
14451,18792,17,18311,17,18914,17,4341,4848,5761,27,10,19,4,24,18,6,1,2013
13498,16659,17,18792,17,18311,17,3161,6117,5969,26,10,21,5,1,19,7,1,2013
12975,16659,17,18792,17,18311,17,3684,6514,6385,25,8,22,7,2,19,7,1,2013
12645,16659,17,18792,17,18311,17,4014,6669,6571,25,5,24,10,3,19,7,1,2013
12492,16659,17,18792,17,18311,17,4167,6672,6564,24,4,26,11,4,19,7,1,2013
12516,16659,17,18792,17,18311,17,4143,6198,6223,23,3,27,13,5,19,7,1,2013
12868,16659,17,18792,17,18311,17,3791,4943,5083,21,0,28,14,6,19,7,1,2013
13557,16659,17,18792,17,18311,17,3102,2789,2993,18,-1,29,16,7,19,7,1,2013
14326,16659,17,18792,17,18311,17,2333,1605,2011,17,-2,30,16,8,19,7,1,2013
15127,16659,17,18792,17,18311,17,1532,1480,1964,16,-3,31,18,9,19,7,1,2013
15696,16659,17,18792,17,18311,17,963,1481,2024,17,-4,33,20,10,19,7,1,2013
15876,16659,17,18792,17,18311,17,783,1412,1985,19,-5,36,21,11,19,7,1,2013
15771,16659,17,18792,17,18311,17,888,1506,2101,20,-4,38,22,12,19,7,1,2013
15443,16659,17,18792,17,18311,17,1216,1748,2247,21,-4,40,22,13,19,7,1,2013
15036,16659,17,18792,17,18311,17,1623,1867,2337,22,-3,42,23,14,19,7,1,2013
14737,16659,17,18792,17,18311,17,1922,2051,2410,23,-3,44,23,15,19,7,1,2013
14673,16659,17,18792,17,18311,17,1986,2012,2264,24,-3,44,23,16,19,7,1,2013
15357,16659,17,18792,17,18311,17,1302,1294,1211,23,-3,44,23,17,19,7,1,2013
16659,16659,17,18792,17,18311,17,0,0,0,21,-2,42,23,18,19,7,1,2013
16547,16659,17,18792,17,18311,17,112,55,10,21,-1,41,24,19,19,7,1,2013
16036,16659,17,18792,17,18311,17,623,524,432,20,0,41,24,20,19,7,1,2013
15495,16659,17,18792,17,18311,17,1164,1110,1049,19,2,40,25,21,19,7,1,2013
14739,16659,17,18792,17,18311,17,1920,1943,2157,19,2,38,26,22,19,7,1,2013
13748,16659,17,18792,17,18311,17,2911,3118,3558,19,3,38,28,23,19,7,1,2013
12720,16659,17,18792,17,18311,17,3939,4341,4848,19,4,39,29,24,19,7,1,2013
11903,16619,18,16659,17,18792,17,4716,3161,6117,21,5,39,29,1,20,1,1,2013
11351,16619,18,16659,17,18792,17,5268,3684,6514,22,7,40,29,2,20,1,1,2013
11057,16619,18,16659,17,18792,17,5562,4014,6669,24,10,40,29,3,20,1,1,2013
10918,16619,18,16659,17,18792,17,5701,4167,6672,26,11,40,29,4,20,1,1,2013
10981,16619,18,16659,17,18792,17,5638,4143,6198,27,13,39,30,5,20,1,1,2013
11252,16619,18,16659,17,18792,17,5367,3791,4943,28,14,39,29,6,20,1,1,2013
11852,16619,18,16659,17,18792,17,4767,3102,2789,29,16,39,29,7,20,1,1,2013
12439,16619,18,16659,17,18792,17,4180,2333,1605,30,16,38,29,8,20,1,1,2013
13263,16619,18,16659,17,18792,17,3356,1532,1480,31,18,39,29,9,20,1,1,2013
13856,16619,18,16659,17,18792,17,2763,963,1481,33,20,41,29,10,20,1,1,2013
14134,16619,18,16659,17,18792,17,2485,783,1412,36,21,45,28,11,20,1,1,2013
14258,16619,18,16659,17,18792,17,2361,888,1506,38,22,48,27,12,20,1,1,2013
14332,16619,18,16659,17,18792,17,2287,1216,1748,40,22,50,26,13,20,1,1,2013
14303,16619,18,16659,17,18792,17,2316,1623,1867,42,23,49,26,14,20,1,1,2013
14209,16619,18,16659,17,18792,17,2410,1922,2051,44,23,47,26,15,20,1,1,2013
14269,16619,18,16659,17,18792,17,2350,1986,2012,44,23,46,24,16,20,1,1,2013
15050,16619,18,16659,17,18792,17,1569,1302,1294,44,23,45,17,17,20,1,1,2013
16566,16619,18,16659,17,18792,17,53,0,0,42,23,41,15,18,20,1,1,2013
16619,16619,18,16659,17,18792,17,0,112,55,41,24,37,14,19,20,1,1,2013
16005,16619,18,16659,17,18792,17,614,623,524,41,24,34,13,20,20,1,1,2013
15593,16619,18,16659,17,18792,17,1026,1164,1110,40,25,32,11,21,20,1,1,2013
14901,16619,18,16659,17,18792,17,1718,1920,1943,38,26,30,10,22,20,1,1,2013
14031,16619,18,16659,17,18792,17,2588,2911,3118,38,28,29,8,23,20,1,1,2013
13008,16619,18,16659,17,18792,17,3611,3939,4341,39,29,28,7,24,20,1,1,2013
12363,19296,17,16619,18,16659,17,6933,4716,3161,39,29,27,6,1,21,2,1,2013
12006,19296,17,16619,18,16659,17,7290,5268,3684,40,29,25,8,2,21,2,1,2013
11883,19296,17,16619,18,16659,17,7413,5562,4014,40,29,24,6,3,21,2,1,2013
11935,19296,17,16619,18,16659,17,7361,5701,4167,40,29,23,6,4,21,2,1,2013
12326,19296,17,16619,18,16659,17,6970,5638,4143,39,30,21,5,5,21,2,1,2013
13264,19296,17,16619,18,16659,17,6032,5367,3791,39,29,20,3,6,21,2,1,2013
14628,19296,17,16619,18,16659,17,4668,4767,3102,39,29,20,4,7,21,2,1,2013
15756,19296,17,16619,18,16659,17,3540,4180,2333,38,29,19,5,8,21,2,1,2013
16522,19296,17,16619,18,16659,17,2774,3356,1532,39,29,20,5,9,21,2,1,2013
17074,19296,17,16619,18,16659,17,2222,2763,963,41,29,21,5,10,21,2,1,2013
17430,19296,17,16619,18,16659,17,1866,2485,783,45,28,22,4,11,21,2,1,2013
17393,19296,17,16619,18,16659,17,1903,2361,888,48,27,24,4,12,21,2,1,2013
17221,19296,17,16619,18,16659,17,2075,2287,1216,50,26,25,5,13,21,2,1,2013
17245,19296,17,16619,18,16659,17,2051,2316,1623,49,26,26,5,14,21,2,1,2013
17196,19296,17,16619,18,16659,17,2100,2410,1922,47,26,26,6,15,21,2,1,2013
17301,19296,17,16619,18,16659,17,1995,2350,1986,46,24,26,6,16,21,2,1,2013
18175,19296,17,16619,18,16659,17,1121,1569,1302,45,17,26,9,17,21,2,1,2013
19296,19296,17,16619,18,16659,17,0,53,0,41,15,24,13,18,21,2,1,2013
19109,19296,17,16619,18,16659,17,187,0,112,37,14,24,15,19,21,2,1,2013
18563,19296,17,16619,18,16659,17,733,614,623,34,13,23,16,20,21,2,1,2013
17830,19296,17,16619,18,16659,17,1466,1026,1164,32,11,23,18,21,21,2,1,2013
16550,19296,17,16619,18,16659,17,2746,1718,1920,30,10,22,18,22,21,2,1,2013
15152,19296,17,16619,18,16659,17,4144,2588,2911,29,8,21,18,23,21,2,1,2013
13858,19296,17,16619,18,16659,17,5438,3611,3939,28,7,21,18,24,21,2,1,2013
13097,19799,18,19296,17,16619,18,6702,6933,4716,27,6,21,17,1,22,3,1,2013
12698,19799,18,19296,17,16619,18,7101,7290,5268,25,8,20,16,2,22,3,1,2013
12544,19799,18,19296,17,16619,18,7255,7413,5562,24,6,21,17,3,22,3,1,2013
12581,19799,18,19296,17,16619,18,7218,7361,5701,23,6,20,15,4,22,3,1,2013
12987,19799,18,19296,17,16619,18,6812,6970,5638,21,5,20,13,5,22,3,1,2013
14201,19799,18,19296,17,16619,18,5598,6032,5367,20,3,19,11,6,22,3,1,2013
16296,19799,18,19296,17,16619,18,3503,4668,4767,20,4,18,11,7,22,3,1,2013
17395,19799,18,19296,17,16619,18,2404,3540,4180,19,5,18,9,8,22,3,1,2013
17562,19799,18,19296,17,16619,18,2237,2774,3356,20,5,17,6,9,22,3,1,2013
17602,19799,18,19296,17,16619,18,2197,2222,2763,21,5,18,4,10,22,3,1,2013
17661,19799,18,19296,17,16619,18,2138,1866,2485,22,4,19,3,11,22,3,1,2013
17624,19799,18,19296,17,16619,18,2175,1903,2361,24,4,20,1,12,22,3,1,2013
17492,19799,18,19296,17,16619,18,2307,2075,2287,25,5,20,0,13,22,3,1,2013
17407,19799,18,19296,17,16619,18,2392,2051,2316,26,5,20,-1,14,22,3,1,2013
17314,19799,18,19296,17,16619,18,2485,2100,2410,26,6,20,-2,15,22,3,1,2013
17395,19799,18,19296,17,16619,18,2404,1995,2350,26,6,21,-2,16,22,3,1,2013
18072,19799,18,19296,17,16619,18,1727,1121,1569,26,9,20,-3,17,22,3,1,2013
19626,19799,18,19296,17,16619,18,173,0,53,24,13,17,-3,18,22,3,1,2013
19799,19799,18,19296,17,16619,18,0,187,0,24,15,17,-3,19,22,3,1,2013
19518,19799,18,19296,17,16619,18,281,733,614,23,16,15,-2,20,22,3,1,2013
18858,19799,18,19296,17,16619,18,941,1466,1026,23,18,14,-5,21,22,3,1,2013
17868,19799,18,19296,17,16619,18,1931,2746,1718,22,18,13,-5,22,22,3,1,2013
16329,19799,18,19296,17,16619,18,3470,4144,2588,21,18,12,-4,23,22,3,1,2013
15083,19799,18,19296,17,16619,18,4716,5438,3611,21,18,11,-6,24,22,3,1,2013
14300,20733,18,19799,18,19296,17,6433,6702,6933,21,17,10,-5,1,23,4,1,2013
13932,20733,18,19799,18,19296,17,6801,7101,7290,20,16,9,-5,2,23,4,1,2013
13811,20733,18,19799,18,19296,17,6922,7255,7413,21,17,8,-6,3,23,4,1,2013
13879,20733,18,19799,18,19296,17,6854,7218,7361,20,15,8,-6,4,23,4,1,2013
14276,20733,18,19799,18,19296,17,6457,6812,6970,20,13,7,-6,5,23,4,1,2013
15376,20733,18,19799,18,19296,17,5357,5598,6032,19,11,7,-7,6,23,4,1,2013
17551,20733,18,19799,18,19296,17,3182,3503,4668,18,11,6,-7,7,23,4,1,2013
18747,20733,18,19799,18,19296,17,1986,2404,3540,18,9,5,-8,8,23,4,1,2013
18793,20733,18,19799,18,19296,17,1940,2237,2774,17,6,6,-7,9,23,4,1,2013
18622,20733,18,19799,18,19296,17,2111,2197,2222,18,4,8,-8,10,23,4,1,2013
18709,20733,18,19799,18,19296,17,2024,2138,1866,19,3,9,-9,11,23,4,1,2013
18745,20733,18,19799,18,19296,17,1988,2175,1903,20,1,10,-9,12,23,4,1,2013
18553,20733,18,19799,18,19296,17,2180,2307,2075,20,0,12,-10,13,23,4,1,2013
18409,20733,18,19799,18,19296,17,2324,2392,2051,20,-1,13,-11,14,23,4,1,2013
18224,20733,18,19799,18,19296,17,2509,2485,2100,20,-2,13,-10,15,23,4,1,2013
18323,20733,18,19799,18,19296,17,2410,2404,1995,21,-2,14,-10,16,23,4,1,2013
19019,20733,18,19799,18,19296,17,1714,1727,1121,20,-3,12,-12,17,23,4,1,2013
20596,20733,18,19799,18,19296,17,137,173,0,17,-3,11,-12,18,23,4,1,2013
20733,20733,18,19799,18,19296,17,0,0,187,17,-3,10,-11,19,23,4,1,2013
20481,20733,18,19799,18,19296,17,252,281,733,15,-2,9,-11,20,23,4,1,2013
19709,20733,18,19799,18,19296,17,1024,941,1466,14,-5,8,-12,21,23,4,1,2013
18580,20733,18,19799,18,19296,17,2153,1931,2746,13,-5,7,-11,22,23,4,1,2013
17254,20733,18,19799,18,19296,17,3479,3470,4144,12,-4,6,-11,23,23,4,1,2013
15849,20733,18,19799,18,19296,17,4884,4716,5438,11,-6,5,-11,24,23,4,1,2013
14998,20887,18,20733,18,19799,18,5889,6433,6702,10,-5,4,-11,1,24,5,1,2013
14651,20887,18,20733,18,19799,18,6236,6801,7101,9,-5,3,-11,2,24,5,1,2013
14513,20887,18,20733,18,19799,18,6374,6922,7255,8,-6,3,-11,3,24,5,1,2013
14526,20887,18,20733,18,19799,18,6361,6854,7218,8,-6,3,-11,4,24,5,1,2013
14904,20887,18,20733,18,19799,18,5983,6457,6812,7,-6,1,-10,5,24,5,1,2013
16010,20887,18,20733,18,19799,18,4877,5357,5598,7,-7,1,-11,6,24,5,1,2013
18284,20887,18,20733,18,19799,18,2603,3182,3503,6,-7,1,-11,7,24,5,1,2013
19321,20887,18,20733,18,19799,18,1566,1986,2404,5,-8,1,-11,8,24,5,1,2013
19448,20887,18,20733,18,19799,18,1439,1940,2237,6,-7,2,-11,9,24,5,1,2013
19216,20887,18,20733,18,19799,18,1671,2111,2197,8,-8,5,-11,10,24,5,1,2013
19210,20887,18,20733,18,19799,18,1677,2024,2138,9,-9,8,-10,11,24,5,1,2013
19019,20887,18,20733,18,19799,18,1868,1988,2175,10,-9,12,-10,12,24,5,1,2013
18747,20887,18,20733,18,19799,18,2140,2180,2307,12,-10,14,-10,13,24,5,1,2013
18602,20887,18,20733,18,19799,18,2285,2324,2392,13,-11,17,-10,14,24,5,1,2013
18318,20887,18,20733,18,19799,18,2569,2509,2485,13,-10,18,-11,15,24,5,1,2013
18495,20887,18,20733,18,19799,18,2392,2410,2404,14,-10,18,-10,16,24,5,1,2013
19101,20887,18,20733,18,19799,18,1786,1714,1727,12,-12,17,-11,17,24,5,1,2013
20549,20887,18,20733,18,19799,18,338,137,173,11,-12,15,-11,18,24,5,1,2013
20887,20887,18,20733,18,19799,18,0,0,0,10,-11,15,-11,19,24,5,1,2013
20348,20887,18,20733,18,19799,18,539,252,281,9,-11,14,-11,20,24,5,1,2013
19843,20887,18,20733,18,19799,18,1044,1024,941,8,-12,13,-9,21,24,5,1,2013
18677,20887,18,20733,18,19799,18,2210,2153,1931,7,-11,12,-8,22,24,5,1,2013
17210,20887,18,20733,18,19799,18,3677,3479,3470,6,-11,11,-8,23,24,5,1,2013
15883,20887,18,20733,18,19799,18,5004,4884,4716,5,-11,11,-9,24,24,5,1,2013
15057,19551,17,20887,18,20733,18,4494,5889,6433,4,-11,10,-9,1,25,6,1,2013
14630,19551,17,20887,18,20733,18,4921,6236,6801,3,-11,10,-8,2,25,6,1,2013
14447,19551,17,20887,18,20733,18,5104,6374,6922,3,-11,9,-9,3,25,6,1,2013
14465,19551,17,20887,18,20733,18,5086,6361,6854,3,-11,8,-9,4,25,6,1,2013
14813,19551,17,20887,18,20733,18,4738,5983,6457,1,-10,8,-8,5,25,6,1,2013
15870,19551,17,20887,18,20733,18,3681,4877,5357,1,-11,8,-8,6,25,6,1,2013
17874,19551,17,20887,18,20733,18,1677,2603,3182,1,-11,7,-8,7,25,6,1,2013
18882,19551,17,20887,18,20733,18,669,1566,1986,1,-11,7,-8,8,25,6,1,2013
19028,19551,17,20887,18,20733,18,523,1439,1940,2,-11,8,-8,9,25,6,1,2013
18986,19551,17,20887,18,20733,18,565,1671,2111,5,-11,11,-8,10,25,6,1,2013
18885,19551,17,20887,18,20733,18,666,1677,2024,8,-10,13,-8,11,25,6,1,2013
18592,19551,17,20887,18,20733,18,959,1868,1988,12,-10,16,-8,12,25,6,1,2013
18312,19551,17,20887,18,20733,18,1239,2140,2180,14,-10,18,-8,13,25,6,1,2013
18122,19551,17,20887,18,20733,18,1429,2285,2324,17,-10,19,-8,14,25,6,1,2013
17774,19551,17,20887,18,20733,18,1777,2569,2509,18,-11,20,-8,15,25,6,1,2013
17734,19551,17,20887,18,20733,18,1817,2392,2410,18,-10,21,-8,16,25,6,1,2013
18391,19551,17,20887,18,20733,18,1160,1786,1714,17,-11,20,-6,17,25,6,1,2013
19551,19551,17,20887,18,20733,18,0,338,137,15,-11,20,-6,18,25,6,1,2013
19448,19551,17,20887,18,20733,18,103,0,0,15,-11,20,-5,19,25,6,1,2013
18976,19551,17,20887,18,20733,18,575,539,252,14,-11,19,-4,20,25,6,1,2013
18288,19551,17,20887,18,20733,18,1263,1044,1024,13,-9,19,-3,21,25,6,1,2013
17350,19551,17,20887,18,20733,18,2201,2210,2153,12,-8,18,2,22,25,6,1,2013
16153,19551,17,20887,18,20733,18,3398,3677,3479,11,-8,17,5,23,25,6,1,2013
14949,19551,17,20887,18,20733,18,4602,5004,4884,11,-9,16,9,24,25,6,1,2013
14139,18656,18,19551,17,20887,18,4517,4494,5889,10,-9,15,10,1,26,7,1,2013
13680,18656,18,19551,17,20887,18,4976,4921,6236,10,-8,14,9,2,26,7,1,2013
13487,18656,18,19551,17,20887,18,5169,5104,6374,9,-9,14,8,3,26,7,1,2013
13439,18656,18,19551,17,20887,18,5217,5086,6361,8,-9,12,6,4,26,7,1,2013
